education_level,years_experience,num_relevant_skills,internal_referral,interview_score,technical_test_score,Cloud_Computing,Communication,Data_Visualization,Excel,Leadership,Machine_Learning,Python,SQL,total_skills,avg_test_score,edu_exp_score
0,9,4,1,5.48,1.03,0,0,1,0,0,0,0,0,1,3.766666666666667,0
0,14,3,0,7.74,1.5,1,0,0,0,1,1,1,0,4,3.936666666666667,0
1,17,3,0,2.42,6.97,1,0,1,0,0,0,0,0,2,5.526666666666667,17
0,6,4,0,9.13,4.32,0,0,1,1,0,1,0,1,4,7.343333333333334,0
0,5,2,1,1.16,9.04,0,1,0,1,0,0,0,0,2,4.359999999999999,0
1,15,1,0,1.24,5.84,0,0,0,0,0,1,1,0,2,4.996666666666667,15
0,7,3,1,5.04,1.54,0,0,1,0,0,1,0,0,2,2.9633333333333334,0
0,2,1,1,8.46,1.06,1,0,0,1,0,1,1,0,4,4.503333333333334,0
0,14,1,0,2.19,4.95,0,1,0,0,0,1,0,0,2,4.933333333333334,0
2,15,3,1,5.37,4.57,1,0,1,0,0,1,0,1,4,4.846666666666667,30
0,12,3,0,4.86,5.33,0,0,0,0,0,0,0,1,1,3.753333333333334,0
1,7,1,0,7.7,4.87,1,1,0,0,1,0,0,0,3,6.966666666666666,7
0,4,2,0,2.92,6.42,0,1,1,0,1,0,1,0,4,4.12,0
0,10,3,0,6.35,9.11,1,1,0,0,1,0,0,0,3,8.053333333333333,0
0,8,4,1,9.28,7.8,1,0,0,0,0,0,1,1,3,6.789999999999999,0
1,8,3,0,1.5,5.76,0,0,0,1,0,0,0,1,2,3.516666666666667,8
1,11,4,0,8.96,5.75,0,0,0,0,1,1,1,0,3,7.886666666666667,11
0,6,3,0,2.88,9.85,1,0,0,1,1,0,1,0,4,5.626666666666668,0
1,2,4,0,1.74,9.48,0,0,0,0,0,1,0,0,1,6.073333333333333,2
0,3,4,1,3.87,2.41,0,1,1,0,0,0,1,0,3,3.4966666666666666,0
1,14,2,1,5.59,6.73,0,0,0,0,0,0,1,0,1,6.0633333333333335,14
0,5,2,0,4.21,3.81,1,0,0,0,0,0,0,0,1,5.32,0
0,0,1,0,2.19,2.79,1,0,0,0,0,0,0,1,2,4.75,0
0,1,3,1,5.29,9.48,0,0,0,0,0,1,0,0,1,7.213333333333334,0
2,19,3,1,1.02,1.77,1,0,1,1,1,0,0,0,4,2.4066666666666667,38
0,18,3,0,1.09,1.25,0,1,0,0,0,0,0,1,2,2.2966666666666664,0
0,7,2,1,8.48,5.23,0,0,1,1,0,0,0,1,3,5.37,0
0,12,3,0,6.11,5.82,0,0,0,0,0,0,0,1,1,6.006666666666667,0
1,6,3,0,4.27,1.96,1,0,0,0,0,1,0,0,2,4.9366666666666665,6
2,1,1,0,4.63,9.53,1,0,0,0,0,0,0,0,1,5.4433333333333325,2
0,11,2,0,5.11,1.83,0,0,1,0,0,0,1,0,2,3.43,0
0,3,1,1,3.12,7.5,0,0,0,0,1,0,0,0,1,3.93,0
1,9,3,0,7.54,4.28,0,1,0,0,0,1,1,0,3,5.8500000000000005,9
0,5,1,1,3.76,3.37,0,0,0,1,0,0,0,0,1,2.8833333333333333,0
1,1,3,0,6.19,2.9,0,1,0,0,1,0,0,0,2,5.1000000000000005,1
0,5,3,1,2.21,2.58,0,0,0,1,1,1,1,0,4,2.783333333333333,0
0,10,1,0,1.25,5.75,0,0,1,0,0,1,0,1,3,5.073333333333333,0
0,19,1,1,2.34,1.4,1,1,1,0,0,0,0,0,3,3.183333333333333,0
0,10,4,0,4.17,7.93,0,1,0,0,0,0,0,0,1,5.81,0
0,8,3,0,2.25,3.1,0,0,1,1,0,0,1,1,4,2.81,0
0,1,4,0,6.93,4.91,0,0,0,0,0,0,1,0,1,7.0566666666666675,0
0,8,2,1,2.47,1.72,0,0,0,1,1,0,0,0,2,4.586666666666667,0
0,15,4,0,8.32,5.23,0,1,0,0,0,0,0,1,2,7.113333333333333,0
1,14,2,0,8.16,6.64,0,1,1,0,1,0,0,0,3,6.186666666666667,14
1,5,4,0,3.55,1.44,0,0,0,1,0,0,0,1,2,4.363333333333333,5
1,15,4,0,5.19,8.82,0,0,1,1,0,1,1,0,4,7.176666666666667,15
1,10,4,0,7.15,3.69,0,0,0,0,0,0,1,0,1,4.58,10
0,12,1,0,4.82,4.06,0,0,0,0,0,0,1,0,1,3.5366666666666666,0
1,13,2,0,1.7,2.49,1,0,0,0,0,1,1,0,3,2.31,13
1,8,4,1,3.5,8.95,0,0,1,0,0,0,0,0,1,7.083333333333333,8
0,2,4,0,5.62,4.11,0,0,0,1,0,0,1,0,2,4.046666666666667,0
1,6,2,0,8.35,3.68,0,1,1,0,1,1,0,0,4,6.72,6
0,19,4,0,1.62,7.48,0,0,0,0,0,0,1,0,1,4.323333333333334,0
0,19,3,0,2.59,3.84,0,1,0,0,0,0,0,0,1,4.6466666666666665,0
0,3,1,1,9.38,5.15,0,0,0,0,0,0,0,1,1,7.876666666666668,0
1,4,1,0,3.86,10.0,0,0,0,1,1,0,0,1,3,7.316666666666666,4
0,3,1,0,4.4,5.41,0,0,0,0,0,1,0,0,1,5.216666666666667,0
0,7,4,1,6.99,5.17,0,0,0,0,0,0,1,0,1,4.3999999999999995,0
0,3,1,1,4.32,8.18,0,0,0,1,1,0,1,1,4,4.913333333333333,0
0,10,3,1,3.08,1.38,1,0,1,0,1,0,0,1,4,4.170000000000001,0
0,12,3,0,9.72,4.38,0,1,0,0,0,0,1,1,3,5.323333333333334,0
0,14,2,0,5.69,7.3,0,0,0,1,1,0,0,0,2,7.583333333333333,0
1,15,4,1,4.34,9.21,0,0,0,0,0,1,1,0,2,7.760000000000001,15
0,9,1,0,7.85,6.84,0,1,0,1,1,0,0,1,4,6.113333333333333,0
0,19,3,0,1.92,5.77,0,1,0,0,0,0,0,0,1,3.0,0
0,9,3,0,9.12,5.15,0,1,0,0,1,1,0,0,3,7.329999999999999,0
2,0,4,1,8.31,5.31,0,0,0,1,1,0,1,1,4,5.446666666666666,0
0,5,1,1,4.39,5.24,0,1,0,1,1,0,0,0,3,5.743333333333332,0
0,11,2,1,2.68,9.45,0,0,1,0,0,0,0,0,1,5.38,0
1,0,2,1,8.74,8.29,0,0,1,1,1,0,0,0,3,7.13,0
0,4,4,0,9.61,3.92,0,0,0,0,1,0,0,0,1,6.646666666666666,0
0,17,3,0,1.43,1.55,1,1,0,0,0,1,0,1,4,1.82,0
0,14,3,0,9.89,7.15,0,0,1,0,0,0,0,0,1,8.923333333333334,0
0,3,4,1,4.48,7.56,1,0,0,1,0,1,0,0,3,4.476666666666667,0
0,2,4,0,8.26,7.95,1,0,1,1,1,0,0,0,4,8.58,0
0,3,4,1,5.12,3.1,0,1,0,0,0,1,1,0,3,3.97,0
0,9,1,0,5.7,6.73,1,0,1,1,1,0,0,0,4,6.476666666666667,0
2,19,1,0,5.82,6.75,1,1,0,0,0,0,1,0,3,7.516666666666667,38
0,11,2,0,9.67,2.0,1,0,1,0,0,0,0,0,2,4.933333333333334,0
0,8,4,0,6.67,7.96,0,1,1,0,0,0,0,0,2,6.636666666666667,0
0,3,4,1,3.67,6.33,1,0,1,1,0,1,0,0,4,3.736666666666667,0
0,1,3,0,6.64,5.48,1,1,1,0,0,0,0,0,3,5.016666666666667,0
0,6,2,0,1.81,1.36,0,0,1,0,0,0,0,0,1,1.8066666666666666,0
0,11,2,1,3.98,5.13,0,0,0,1,0,0,0,0,1,5.633333333333333,0
1,11,4,1,2.56,8.66,0,0,0,0,0,0,1,1,2,6.150000000000001,11
1,17,2,0,6.45,4.35,0,1,1,1,1,0,0,0,4,5.400000000000001,17
1,0,2,0,5.79,9.82,1,1,0,0,0,0,0,0,2,5.543333333333333,0
0,6,3,0,7.52,8.08,0,1,1,1,0,1,0,0,4,6.1499999999999995,0
0,18,2,0,4.05,8.41,1,0,0,0,1,0,1,0,3,6.516666666666667,0
0,12,4,0,9.87,6.29,0,1,0,1,0,0,0,1,3,5.760000000000001,0
1,19,3,1,3.88,3.53,0,1,1,0,1,0,0,1,4,4.55,19
0,4,4,1,1.47,4.62,1,1,1,0,0,0,0,0,3,2.8466666666666662,0
0,18,3,0,3.43,6.56,1,1,0,1,1,0,0,0,4,5.41,0
0,6,1,1,6.62,8.97,1,0,1,0,0,1,0,0,3,7.903333333333333,0
0,19,4,0,7.84,7.54,0,1,1,1,0,0,0,1,4,8.083333333333334,0
2,14,2,0,3.18,4.24,0,0,0,0,0,0,0,1,1,4.103333333333333,28
0,16,2,0,8.02,3.32,0,0,0,0,0,0,0,1,1,5.923333333333333,0
0,1,3,0,4.02,6.7,0,0,0,0,1,0,0,0,1,5.506666666666667,0
0,6,2,0,2.48,1.73,1,0,0,0,1,1,0,1,4,3.356666666666667,0
0,10,2,0,2.26,4.37,0,0,1,0,0,0,1,1,3,3.703333333333333,0
2,17,2,0,8.36,3.26,1,1,0,1,0,0,0,0,3,6.573333333333333,34
0,19,1,0,3.13,8.83,0,0,0,0,0,0,0,1,1,5.333333333333333,0
0,1,4,0,2.98,6.91,0,1,0,0,0,0,0,0,1,5.406666666666666,0
0,6,3,0,8.95,2.09,0,1,0,0,0,0,1,0,2,5.38,0
0,14,3,0,4.28,5.6,1,0,0,0,0,0,0,1,2,4.656666666666666,0
1,18,4,0,9.91,8.1,1,1,1,1,0,0,0,0,4,7.433333333333333,18
0,1,1,0,3.43,1.99,1,0,0,1,0,1,1,0,4,3.44,0
0,1,4,0,6.94,6.15,1,0,0,1,0,0,1,0,3,5.919999999999999,0
0,1,3,0,2.75,7.82,1,0,1,0,1,0,0,1,4,5.983333333333333,0
0,10,2,0,2.73,2.88,1,0,1,1,0,0,0,0,3,3.8966666666666665,0
0,5,2,0,8.28,9.36,1,1,0,1,0,0,0,1,4,7.746666666666667,0
0,13,2,0,9.33,5.97,0,1,0,0,0,0,0,1,2,5.946666666666666,0
0,9,1,0,9.05,6.69,0,1,0,0,0,0,1,0,2,6.993333333333335,0
0,0,1,0,8.5,4.18,0,1,0,1,1,0,0,1,4,6.010000000000001,0
0,18,1,0,6.25,7.97,0,0,0,0,1,0,1,0,2,7.196666666666666,0
0,10,2,1,2.02,6.39,0,1,0,0,0,0,0,0,1,4.45,0
0,12,3,1,4.04,9.26,1,0,1,0,0,0,1,0,3,6.326666666666667,0
0,11,1,0,3.53,5.36,0,1,0,0,1,1,0,1,4,4.5,0
0,4,4,1,3.26,6.46,0,0,1,0,0,0,0,0,1,6.510000000000001,0
0,18,2,0,9.76,6.18,1,0,0,0,0,1,1,0,3,8.213333333333333,0
1,7,2,1,2.35,6.2,0,0,1,0,0,0,0,1,2,3.313333333333334,7
0,11,2,1,5.22,7.43,0,1,0,0,0,1,1,0,3,7.123333333333332,0
0,4,2,0,9.34,1.94,0,0,1,0,1,0,1,0,3,5.1866666666666665,0
0,11,3,0,1.54,6.43,0,0,1,0,1,1,1,0,4,3.986666666666667,0
0,10,2,1,7.71,4.77,0,0,0,0,0,0,0,1,1,4.78,0
0,4,2,0,6.49,5.05,0,0,0,0,0,1,0,0,1,6.8999999999999995,0
0,7,3,0,4.24,4.91,0,1,1,1,0,0,0,0,3,6.016666666666667,0
0,15,4,0,9.44,2.0,0,0,0,1,0,0,1,0,2,6.95,0
1,19,4,1,4.02,1.13,0,0,0,0,0,0,0,1,1,4.363333333333333,19
0,2,3,0,2.7,1.96,0,0,0,1,0,0,0,0,1,2.2033333333333336,0
0,5,2,0,7.52,4.92,0,0,1,0,0,0,1,1,3,4.56,0
0,4,1,0,3.99,4.4,1,1,1,0,0,1,0,0,4,5.859999999999999,0
0,9,1,0,3.58,2.27,0,0,1,0,0,0,0,1,2,3.9299999999999997,0
0,11,2,0,9.38,7.51,0,0,0,0,1,0,1,1,3,6.676666666666667,0
0,14,3,1,3.77,7.43,1,0,0,0,0,1,0,0,2,4.326666666666666,0
1,2,2,1,6.17,9.2,0,0,0,0,0,1,1,0,2,5.8933333333333335,2
0,19,2,1,6.89,8.63,0,0,0,1,1,1,0,0,3,5.9799999999999995,0
1,3,3,1,5.37,8.45,1,0,1,0,0,1,1,0,4,6.859999999999999,3
0,6,3,0,3.8,8.22,0,0,1,0,0,0,1,1,3,5.11,0
0,0,1,0,5.88,8.94,0,1,0,0,1,1,0,0,3,6.19,0
0,7,1,0,4.6,5.63,0,0,0,1,1,1,1,0,4,5.54,0
0,16,2,0,1.32,1.7,1,0,1,1,0,0,0,1,4,3.7099999999999995,0
1,19,3,0,3.78,6.1,0,0,0,0,0,0,0,1,1,4.829999999999999,19
0,10,4,0,6.28,8.62,0,1,0,0,0,0,0,1,2,5.416666666666667,0
0,6,2,0,1.11,1.85,0,0,1,0,0,1,1,0,3,3.276666666666667,0
0,10,4,0,6.85,8.38,0,0,0,1,1,0,1,0,3,7.463333333333334,0
0,10,2,0,1.28,2.24,1,0,1,0,1,0,1,0,4,2.516666666666667,0
0,14,3,0,6.07,1.23,1,1,1,0,0,1,0,0,4,2.77,0
0,5,1,0,1.55,7.32,1,0,0,0,0,0,1,0,2,5.006666666666667,0
0,18,2,1,8.63,6.81,0,0,1,0,0,0,0,1,2,7.803333333333334,0
0,12,3,0,9.19,8.9,0,0,0,1,1,0,1,0,3,7.02,0
0,15,1,0,6.53,6.96,0,0,0,0,1,0,0,1,2,6.366666666666667,0
1,11,1,0,2.14,3.37,0,0,1,1,1,0,1,0,4,4.263333333333333,11
2,18,3,1,9.13,9.29,1,1,0,0,1,0,1,0,4,8.24,36
0,18,3,0,7.55,9.12,1,0,0,1,0,0,0,0,2,8.203333333333333,0
0,6,3,1,8.91,9.48,1,0,0,1,0,0,1,0,3,7.686666666666667,0
0,17,4,0,5.17,7.65,0,0,0,0,1,0,0,0,1,7.216666666666666,0
0,13,4,0,4.8,8.83,0,0,0,1,0,1,0,0,2,5.833333333333333,0
0,13,2,0,6.34,3.17,1,0,0,0,0,0,0,0,1,3.966666666666667,0
1,15,2,0,5.1,6.27,0,0,0,0,0,0,1,0,1,6.476666666666667,15
0,17,3,0,2.54,3.41,1,1,0,1,0,1,0,0,4,2.3466666666666667,0
1,8,2,0,8.43,3.95,0,0,0,1,0,0,0,0,1,7.313333333333333,8
0,3,2,0,2.71,8.45,0,1,1,0,0,0,1,0,3,4.273333333333333,0
1,6,4,0,7.72,7.39,0,1,0,0,1,0,1,0,3,7.733333333333333,6
1,10,3,0,9.02,9.34,0,0,0,1,1,1,1,0,4,6.816666666666666,10
1,5,2,0,5.76,8.04,0,0,1,0,0,0,0,0,1,5.776666666666666,5
0,19,3,0,3.28,3.61,0,1,0,0,0,0,0,0,1,4.433333333333334,0
1,11,2,0,1.19,8.94,0,0,1,1,0,0,0,0,2,4.13,11
0,11,4,0,6.89,1.69,0,0,0,0,0,1,1,1,3,3.486666666666667,0
0,11,3,0,5.98,1.73,0,1,0,0,0,0,0,0,1,5.696666666666668,0
0,13,2,0,7.22,3.46,0,1,0,1,1,0,0,0,3,6.053333333333334,0
2,9,1,0,9.56,8.25,0,0,1,0,0,0,0,0,1,6.63,18
1,1,4,0,5.06,9.35,0,1,0,0,1,0,1,0,3,6.6933333333333325,1
0,19,1,0,7.05,6.81,1,1,0,1,1,0,0,0,4,7.456666666666666,0
0,11,3,0,2.28,9.35,0,0,0,0,1,1,0,1,3,4.47,0
0,16,4,0,2.26,6.4,0,0,0,1,0,1,0,1,3,5.653333333333333,0
0,7,4,0,5.44,9.39,1,0,0,0,0,0,0,0,1,7.8066666666666675,0
1,19,2,1,6.28,4.82,0,1,0,0,0,0,0,0,1,5.0566666666666675,19
0,1,3,1,9.86,9.75,1,0,1,0,1,0,1,0,4,9.856666666666667,0
0,11,1,0,6.12,2.9,0,1,0,0,1,1,1,0,4,4.52,0
0,12,1,0,9.26,3.09,0,0,0,0,1,1,0,1,3,7.156666666666666,0
1,0,1,0,8.09,3.2,0,0,0,0,0,0,1,0,1,6.789999999999999,0
2,17,4,0,9.09,2.51,0,1,0,0,0,0,0,0,1,6.34,34
0,13,1,0,8.72,5.57,0,0,0,1,0,1,0,0,2,5.1000000000000005,0
0,11,4,0,5.88,5.89,0,1,0,0,0,0,0,0,1,6.303333333333334,0
2,19,1,0,1.0,8.01,0,0,0,0,0,1,0,0,1,3.6199999999999997,38
0,3,2,1,5.1,3.75,0,1,1,1,0,0,0,1,4,3.393333333333333,0
0,13,3,0,2.97,9.2,0,1,1,0,1,0,1,0,4,4.93,0
0,17,3,0,7.43,8.5,0,0,0,0,0,0,1,0,1,7.176666666666667,0
0,3,2,1,2.78,7.75,1,0,0,1,0,0,0,0,2,5.223333333333333,0
0,7,2,1,5.26,9.83,0,1,1,1,0,0,0,1,4,6.533333333333334,0
0,17,4,0,1.22,1.24,0,0,0,1,1,0,1,0,3,2.7566666666666664,0
2,3,3,0,1.81,9.89,1,0,1,0,1,0,0,0,3,5.026666666666667,6
0,0,1,0,4.53,3.11,1,1,0,0,0,0,0,0,2,3.8200000000000003,0
0,5,2,1,7.57,1.37,0,1,1,0,0,1,0,0,3,3.94,0
0,12,2,0,7.06,5.04,0,0,0,0,0,1,0,0,1,5.723333333333334,0
0,1,4,0,4.85,7.18,1,0,0,1,1,1,0,0,4,6.486666666666667,0
0,18,4,0,2.72,3.66,0,0,0,0,1,1,0,0,2,3.9933333333333336,0
0,11,3,1,3.75,5.03,0,1,0,0,0,0,0,0,1,5.8133333333333335,0
0,13,1,1,5.45,3.13,0,0,0,1,0,0,1,0,2,4.666666666666667,0
0,8,2,0,9.54,1.01,0,1,0,0,0,0,0,0,1,4.456666666666666,0
0,9,2,0,6.76,9.05,0,0,0,1,1,0,0,0,2,7.140000000000001,0
0,6,4,0,2.15,4.26,0,0,1,0,0,0,0,0,1,3.5866666666666664,0
0,8,1,0,8.24,2.32,1,0,0,0,0,1,1,0,3,5.33,0
0,14,2,0,7.49,4.47,0,0,0,0,0,0,1,0,1,4.613333333333333,0
0,19,3,0,9.0,1.13,0,1,0,0,0,0,0,0,1,6.039999999999999,0
0,14,4,1,6.5,1.72,0,0,0,0,0,0,1,0,1,4.113333333333333,0
0,10,4,1,3.79,6.02,0,0,0,0,1,0,0,0,1,3.653333333333333,0
0,17,3,0,8.63,3.03,1,1,0,1,0,0,1,0,4,5.919999999999999,0
0,1,4,0,6.2,6.9,0,0,1,0,1,1,0,0,3,6.75,0
0,19,4,1,7.32,5.07,1,0,0,0,0,0,0,0,1,4.680000000000001,0
0,18,1,0,5.23,1.64,1,0,0,0,0,1,0,1,3,3.7466666666666666,0
1,1,3,0,8.24,5.76,1,0,0,1,1,0,0,0,3,6.44,1
0,19,2,0,6.63,6.7,1,0,0,1,0,0,0,0,2,6.283333333333334,0
0,12,4,0,9.01,6.02,1,1,0,0,0,0,0,0,2,5.449999999999999,0
0,3,3,0,4.15,3.3,0,0,0,0,1,1,1,0,3,4.716666666666667,0
0,2,1,0,8.63,1.25,0,0,1,1,0,0,0,1,3,3.91,0
0,14,3,0,8.1,4.77,0,0,1,0,0,1,0,0,2,5.673333333333333,0
0,11,2,0,4.33,6.93,0,1,0,0,0,0,0,0,1,5.609999999999999,0
0,0,2,0,8.88,1.63,1,0,0,1,0,1,0,1,4,6.090000000000001,0
0,10,4,0,6.34,9.25,0,0,0,0,1,0,1,0,2,6.626666666666666,0
1,16,3,0,4.35,4.08,0,0,0,0,0,1,0,0,1,5.6066666666666665,16
0,7,4,0,3.48,4.11,1,0,1,0,0,0,1,0,3,5.183333333333334,0
0,13,1,0,1.79,4.0,1,0,0,1,0,0,0,0,2,3.4800000000000004,0
0,4,1,1,1.83,9.1,1,0,0,0,0,0,1,1,3,6.6066666666666665,0
0,14,4,0,8.06,9.51,0,0,0,0,0,0,1,1,2,9.076666666666666,0
1,1,3,0,4.47,9.02,0,0,0,0,0,1,0,0,1,5.6433333333333335,1
0,6,1,0,5.71,8.1,0,0,0,0,1,0,0,0,1,7.3999999999999995,0
1,12,2,0,8.51,3.34,0,0,0,1,0,1,1,0,3,5.14,12
0,19,4,0,6.89,7.67,0,1,0,1,0,1,0,0,3,7.243333333333332,0
1,10,1,0,9.48,3.63,0,0,1,0,0,0,1,0,2,6.706666666666666,10
0,13,3,0,5.71,4.39,0,0,1,0,0,0,1,1,3,6.073333333333333,0
0,9,2,0,2.0,2.29,0,0,0,1,0,1,0,0,2,2.4166666666666665,0
1,3,4,0,4.12,5.75,0,1,1,0,0,0,1,0,3,6.426666666666667,3
1,19,2,0,2.24,8.26,1,0,0,0,0,1,0,0,2,5.12,19
1,14,4,1,7.73,7.1,0,0,0,0,0,0,1,0,1,5.283333333333333,14
0,2,4,0,5.2,4.41,0,0,0,1,0,0,0,0,1,5.8566666666666665,0
0,10,3,1,1.52,7.03,0,0,0,0,1,0,0,1,2,5.976666666666667,0
0,19,1,1,1.15,6.7,0,0,0,1,0,0,0,1,2,5.8566666666666665,0
0,17,1,0,1.5,5.87,1,0,0,0,1,0,0,1,3,3.8766666666666665,0
0,16,4,0,7.05,3.41,1,0,1,0,0,1,1,0,4,3.8800000000000003,0
0,13,2,0,2.81,1.26,0,0,0,0,0,0,0,1,1,2.716666666666667,0
0,14,2,0,8.0,1.34,0,0,0,1,1,0,0,0,2,6.096666666666667,0
0,17,3,0,5.62,9.57,1,0,0,0,1,1,0,1,4,7.926666666666667,0
0,2,1,0,6.23,8.81,1,0,0,0,0,0,0,0,1,6.483333333333334,0
0,12,2,0,2.53,3.13,0,0,0,0,0,1,0,0,1,2.6799999999999997,0
1,2,1,0,8.9,2.75,1,0,0,1,0,0,1,1,4,6.1499999999999995,2
0,6,3,0,5.24,3.73,0,0,0,1,1,1,1,0,4,5.316666666666667,0
0,18,4,1,4.71,6.15,0,1,0,1,0,0,0,0,2,5.846666666666667,0
0,17,2,0,8.16,1.16,1,0,0,0,1,0,1,1,4,3.893333333333333,0
0,16,3,1,1.29,9.03,1,0,1,0,0,0,0,0,2,6.246666666666667,0
0,8,1,1,5.66,7.97,1,1,1,0,0,0,0,0,3,4.986666666666666,0
0,13,1,1,7.48,5.76,1,0,0,0,1,0,0,0,2,7.656666666666666,0
0,7,4,1,8.16,8.79,0,0,0,0,1,0,0,0,1,8.686666666666666,0
1,13,4,1,2.4,5.94,0,0,1,0,0,0,1,0,2,6.096666666666667,13
0,4,2,0,4.51,1.8,0,0,0,1,0,0,0,0,1,4.233333333333333,0
1,19,2,0,3.89,6.02,1,0,0,1,0,0,0,0,2,5.446666666666666,19
0,13,3,0,9.93,5.33,1,0,1,0,1,0,1,0,4,6.573333333333333,0
1,11,2,0,7.62,7.25,1,0,0,0,0,0,0,0,1,5.63,11
1,7,4,0,4.83,4.12,1,0,0,0,0,0,0,0,1,5.579999999999999,7
0,0,1,0,2.93,4.24,0,0,0,1,0,0,0,0,1,4.196666666666666,0
0,15,4,0,2.57,9.48,0,0,0,0,0,0,1,0,1,5.443333333333334,0
0,7,2,0,9.95,9.27,0,0,0,1,1,0,1,0,3,9.366666666666667,0
1,4,1,0,6.25,9.11,0,0,0,0,1,0,1,0,2,5.46,4
0,2,4,1,7.52,4.73,0,0,0,0,0,1,1,1,3,5.853333333333333,0
0,12,2,1,2.42,7.75,0,0,0,0,0,1,1,1,3,5.68,0
0,4,4,1,7.74,9.46,0,1,0,0,1,0,1,0,3,6.080000000000001,0
0,2,4,0,3.15,9.7,1,1,0,0,0,0,1,0,3,6.8,0
0,13,4,0,7.86,3.18,1,0,0,1,0,0,0,0,2,4.510000000000001,0
1,5,4,0,9.23,2.93,0,1,0,0,0,0,0,0,1,6.923333333333333,5
0,6,4,0,4.49,5.48,1,1,0,0,0,1,0,1,4,5.95,0
0,5,4,0,9.13,8.83,1,1,0,1,0,0,0,0,3,6.739999999999999,0
0,13,4,0,5.18,5.76,1,1,0,0,0,0,1,0,3,5.703333333333333,0
0,3,4,1,8.28,8.13,0,0,0,1,0,0,0,0,1,8.076666666666666,0
0,19,3,1,5.09,5.27,1,1,1,0,0,1,0,0,4,3.873333333333333,0
0,18,4,0,2.29,7.76,0,1,0,0,0,1,1,0,3,5.316666666666667,0
0,9,4,1,7.02,3.39,0,1,0,0,1,1,1,0,4,3.956666666666667,0
1,12,3,1,3.93,8.42,1,0,0,1,0,0,1,1,4,6.31,12
0,11,1,1,1.68,8.17,1,0,0,0,1,0,0,1,3,6.263333333333333,0
1,13,3,0,6.86,3.02,0,0,1,1,0,0,1,1,4,4.81,13
0,12,2,1,6.21,8.85,0,0,0,1,0,0,0,0,1,6.659999999999999,0
1,18,1,0,9.37,2.06,0,0,1,1,0,1,1,0,4,7.076666666666667,18
0,8,2,0,1.79,7.92,1,0,0,0,1,1,0,1,4,4.9366666666666665,0
1,15,1,1,4.87,8.65,0,0,0,0,0,1,1,0,2,5.696666666666666,15
0,8,4,0,3.09,8.46,1,0,0,0,0,1,0,0,2,7.173333333333335,0
1,5,1,0,5.36,3.2,1,1,0,0,0,0,0,0,2,5.23,5
0,13,4,0,8.58,1.73,0,1,1,0,1,0,0,0,3,5.513333333333333,0
0,6,1,1,9.48,1.26,1,0,0,0,1,1,1,0,4,5.8933333333333335,0
0,18,4,0,4.42,1.22,1,0,0,0,0,1,0,0,2,4.586666666666666,0
2,2,3,1,6.57,5.6,0,0,0,0,0,0,1,0,1,4.503333333333333,4
0,14,3,0,3.12,2.8,0,0,0,0,0,0,1,0,1,2.9066666666666663,0
0,11,3,0,7.86,8.84,1,1,1,0,1,0,0,0,4,6.010000000000001,0
0,0,1,1,9.16,2.48,1,0,1,0,0,0,0,0,2,5.116666666666667,0
1,10,4,0,5.29,7.04,0,1,0,0,1,1,0,0,3,6.72,10
0,2,4,0,8.85,9.26,0,0,0,0,1,0,0,0,1,7.579999999999999,0
0,16,4,1,9.85,9.68,0,0,0,1,0,1,0,0,2,8.933333333333334,0
0,12,3,1,6.47,8.73,0,1,0,1,1,0,0,0,3,6.316666666666666,0
0,7,3,0,6.05,2.84,0,1,0,0,1,0,0,0,2,6.243333333333333,0
0,12,1,1,4.43,5.76,0,0,0,1,0,0,0,1,2,4.003333333333333,0
1,7,3,0,8.08,2.66,0,1,0,1,1,0,0,0,3,5.640000000000001,7
0,7,1,0,8.33,6.38,1,0,0,1,0,0,1,1,4,7.04,0
0,12,3,0,1.09,3.15,0,0,0,0,0,1,0,0,1,3.936666666666667,0
0,11,1,0,3.27,3.97,0,0,0,0,1,0,1,0,2,2.78,0
1,4,1,0,1.29,5.97,0,0,0,0,0,0,1,0,1,3.5399999999999996,4
1,12,1,0,7.99,2.1,0,0,0,1,0,1,0,0,2,5.026666666666666,12
1,11,3,0,2.6,4.19,0,0,0,0,0,0,0,1,1,4.176666666666667,11
1,18,1,1,1.98,4.06,1,0,0,0,0,1,0,0,2,2.5466666666666664,18
1,9,1,0,8.17,6.27,1,1,1,1,0,0,0,0,4,7.593333333333334,9
0,14,2,0,6.17,6.15,0,1,0,0,0,0,0,0,1,4.843333333333334,0
1,1,2,0,2.38,4.51,1,0,0,1,0,0,0,1,3,4.3566666666666665,1
0,5,1,1,8.6,8.79,0,0,1,1,0,0,0,0,2,7.113333333333333,0
0,15,1,0,4.66,6.79,0,0,0,0,1,0,0,0,1,5.646666666666666,0
0,0,3,0,4.36,8.24,0,0,1,1,0,0,0,0,2,4.673333333333334,0
0,1,4,0,6.87,6.14,0,0,1,0,0,1,0,1,3,7.206666666666666,0
0,14,3,0,1.33,4.43,0,1,0,0,0,0,1,0,2,3.09,0
1,15,1,0,4.02,4.42,1,0,0,1,1,1,0,0,4,4.016666666666667,15
0,7,3,1,1.71,2.86,0,0,1,0,1,1,0,1,4,3.146666666666667,0
0,13,3,0,7.62,8.5,0,0,0,1,0,0,0,1,2,6.513333333333333,0
1,9,1,1,3.47,8.59,0,0,0,0,0,0,0,1,1,6.096666666666667,9
